ID compra,ID cliente,Programa de cashback,Idade,Sexo biológico,Avaliação da compra
3100,5312,Não,51,Feminino,10
3096,9644,Não,49,Feminino,10
3102,5417,Não,42,Feminino,10
3105,3134,Sim,39,Feminino,10
3101,7247,Não,46,Masculino,4
3092,4230,Não,33,Masculino,10
3094,7392,Não,42,Feminino,9
3093,1604,Não,47,Feminino,10
3097,8377,Sim,29,Feminino,10
3099,9966,Sim,40,Masculino,10
3082,3205,Sim,40,Feminino,9
3079,7876,Sim,21,Feminino,9
3113,9045,Não,43,Feminino,9
3108,2351,Sim,32,Feminino,9
3111,3563,Não,28,Feminino,10
3110,7903,Sim,38,Feminino,10
3107,6348,Sim,27,Masculino,9
3115,5286,Não,45,Masculino,5
3114,8526,Sim,31,Feminino,10
3109,8669,Não,44,Masculino,10
3112,3341,Não,41,Feminino,10
3116,9946,Não,40,Masculino,9
3119,1433,Não,43,Feminino,9
3122,7453,Não,39,Masculino,9
3125,6396,Não,35,Feminino,10
3126,2479,Sim,29,Feminino,10
3128,1968,Não,42,Feminino,10
3124,2458,Não,41,Masculino,10
3123,2108,Sim,38,Masculino,10
3121,5732,Não,49,Masculino,10
3118,6656,Sim,35,Feminino,6
3120,5549,Sim,23,Feminino,9
3127,5157,Sim,40,Masculino,9
3117,5732,Não,49,Masculino,9
3129,8525,Sim,31,Feminino,3
3135,6994,Não,63,Feminino,0
3133,9234,Não,29,Masculino,10
3134,7100,Sim,39,Masculino,10
3137,3306,Sim,32,Masculino,9
3130,5153,Sim,36,Masculino,10
3136,7671,Não,43,Masculino,9
3132,1298,Sim,36,Masculino,9
3131,6407,Sim,31,Masculino,10
3145,9750,Não,44,Masculino,9
3146,1550,Sim,31,Masculino,8
3147,8736,Não,47,Masculino,9
3138,9841,Sim,39,Feminino,10
3142,5223,Sim,36,Feminino,9
3143,8427,Não,44,Masculino,9
3149,9551,Não,43,Masculino,10
3144,9612,Não,43,Feminino,10
3141,2919,Sim,37,Masculino,10
3148,7720,Sim,29,Feminino,10
3140,6350,Não,41,Feminino,4
3139,5072,Sim,36,Masculino,4
3152,2417,Não,47,Feminino,9
3150,4649,Sim,31,Masculino,9
3157,9294,Sim,40,Feminino,4
3151,8741,Sim,36,Masculino,9
3154,7475,Sim,32,Feminino,9
3153,9220,Sim,23,Masculino,9
3155,1233,Não,46,Masculino,9
3156,9822,Não,53,Feminino,10
3161,4924,Não,35,Feminino,9
3160,6326,Não,42,Feminino,10
3158,2375,Não,32,Masculino,9
3164,7652,Não,58,Feminino,4
3159,7871,Não,45,Feminino,10
3162,6244,Não,27,Feminino,10
3165,7386,Não,33,Masculino,8
3163,3617,Não,37,Feminino,9
3174,7318,Não,57,Masculino,9
3170,8323,Sim,39,Feminino,10
3172,5794,Sim,18,Masculino,10
3173,5356,Não,40,Feminino,10
3171,3656,Não,55,Feminino,10
3176,5684,Não,44,Masculino,5
3175,1661,Não,49,Feminino,9
3167,3995,Sim,26,Feminino,10
3169,5715,Sim,31,Masculino,1
3166,8653,Sim,27,Feminino,9
3168,5225,Não,48,Feminino,10
3178,2094,Sim,39,Feminino,10
3180,2026,Sim,35,Masculino,10
3186,2716,Não,43,Feminino,9
3181,1615,Sim,32,Masculino,10
3177,8456,Não,32,Feminino,9
3184,4786,Não,47,Feminino,10
3182,1037,Sim,34,Masculino,9
3179,5428,Sim,35,Feminino,9
3183,2894,Não,45,Feminino,10
3185,6183,Sim,35,Masculino,10
3189,2606,Sim,26,Masculino,7
3195,8592,Sim,39,Feminino,10
3193,5413,Sim,34,Masculino,9
3192,8871,Sim,35,Masculino,9
3194,7917,Não,34,Feminino,10
3191,4217,Sim,29,Feminino,10
3190,6926,Não,46,Masculino,10
3187,8618,Sim,36,Masculino,10
3188,5795,Não,42,Masculino,10
3206,5209,Não,41,Masculino,9
3202,6263,Não,44,Masculino,10
3204,6010,Sim,35,Masculino,10
3201,7556,Não,52,Masculino,10
3203,4890,Sim,39,Feminino,9
3207,6506,Sim,39,Feminino,3
3205,5506,Sim,31,Feminino,10
3198,3186,Sim,24,Masculino,10
3196,8691,Sim,35,Feminino,10
3197,6921,Sim,33,Masculino,10
3199,8670,Não,40,Feminino,10
3200,3868,Sim,29,Feminino,10
3209,6247,Não,28,Masculino,9
3212,5690,Não,58,Feminino,9
3217,1028,Não,42,Feminino,9
3211,9359,Não,30,Masculino,10
3213,7487,Não,60,Feminino,9
3218,1919,Não,27,Masculino,3
3216,3558,Não,26,Feminino,9
3210,5609,Não,31,Feminino,9
3214,7783,Não,61,Feminino,9
3215,5206,Sim,18,Feminino,9
3219,1501,Não,43,Masculino,4
3208,5091,Não,41,Feminino,9
3224,9800,Sim,25,Masculino,9
3220,4364,Não,48,Feminino,9
3230,4068,Não,53,Feminino,9
3228,6439,Não,59,Feminino,10
3231,6215,Não,56,Masculino,9
3226,4745,Não,24,Feminino,6
3223,6485,Não,48,Feminino,9
3227,6225,Não,45,Feminino,10
3225,6856,Não,46,Feminino,9
3221,3051,Não,26,Masculino,10
3229,6346,Sim,35,Feminino,10
3222,4635,Não,30,Masculino,9
3234,8087,Sim,19,Masculino,9
3236,6936,Não,45,Feminino,10
3238,5518,Não,51,Masculino,10
3237,9966,Sim,40,Masculino,9
3240,2101,Não,43,Feminino,9
3232,2217,Não,45,Feminino,10
3235,8285,Não,53,Masculino,10
3239,2404,Não,47,Feminino,9
3233,7417,Não,42,Feminino,10
3252,3810,Não,58,Masculino,9
3241,2304,Sim,40,Masculino,10
3242,8276,Não,29,Masculino,10
3247,5142,Não,44,Masculino,10
3251,3761,Não,49,Masculino,9
3246,5174,Não,37,Masculino,9
3245,1636,Sim,32,Feminino,9
3248,5206,Sim,18,Feminino,6
3244,5034,Não,35,Feminino,10
3250,2322,Sim,38,Feminino,10
3243,7283,Sim,39,Masculino,9
3249,6396,Não,35,Feminino,10
3261,6347,Não,42,Masculino,9
3258,6192,Não,36,Masculino,10
3257,7912,Não,42,Feminino,9
3262,5841,Não,27,Feminino,9
3259,7711,Sim,39,Feminino,9
3264,9789,Não,39,Feminino,9
3253,4112,Não,28,Feminino,10
3256,6635,Não,34,Masculino,0
3263,3545,Não,46,Masculino,9
3255,1872,Sim,29,Feminino,9
3254,9733,Sim,38,Masculino,10
3260,8193,Não,45,Feminino,9
3265,1930,Sim,20,Masculino,5
3266,8649,Não,50,Feminino,4
3270,9260,Sim,35,Feminino,9
3271,7450,Sim,32,Feminino,9
3272,2086,Não,46,Feminino,0
3273,7475,Sim,32,Feminino,9
3275,8833,Sim,30,Masculino,10
3269,7454,Não,36,Masculino,10
3274,2152,Não,31,Masculino,9
3268,5023,Não,18,Masculino,9
3267,9363,Não,43,Feminino,9
3276,1700,Sim,34,Feminino,10
3281,6553,Não,42,Masculino,7
3277,6709,Sim,40,Masculino,10
3283,5510,Não,44,Masculino,10
3285,8004,Não,41,Feminino,10
3279,8382,Não,60,Masculino,9
3287,6732,Sim,33,Feminino,10
3282,4272,Não,45,Feminino,10
3286,5267,Não,49,Masculino,9
3280,2066,Sim,26,Feminino,9
3284,9072,Não,58,Feminino,9
3278,2408,Sim,21,Feminino,10
3289,6544,Sim,38,Feminino,10
3291,1716,Não,44,Feminino,9
3296,3378,Sim,37,Feminino,10
3288,2803,Não,43,Feminino,10
3295,1566,Não,42,Feminino,9
3292,5233,Não,49,Feminino,10
3297,9141,Sim,34,Feminino,10
3294,6818,Não,44,Feminino,9
3290,4125,Não,48,Masculino,9
3293,6456,Não,47,Masculino,9
3304,1303,Não,43,Feminino,9
3298,9241,Não,55,Masculino,5
3308,6039,Sim,35,Feminino,9
3300,9192,Não,47,Feminino,9
3307,7045,Não,48,Feminino,10
3306,3954,Não,30,Masculino,10
3305,2255,Sim,40,Feminino,10
3299,1436,Não,55,Masculino,10
3301,7484,Sim,33,Masculino,6
3303,7145,Não,44,Feminino,10
3302,7972,Não,42,Masculino,10
3313,9751,Não,45,Feminino,9
3310,6955,Sim,38,Masculino,10
3309,3161,Não,49,Masculino,9
3316,4742,Sim,36,Feminino,4
3311,7990,Sim,38,Masculino,9
3317,8841,Não,26,Feminino,9
3315,1530,Não,34,Feminino,7
3314,3714,Não,66,Feminino,9
3312,2803,Não,43,Feminino,8
3322,4964,Não,18,Feminino,9
3319,9779,Não,41,Masculino,9
3325,2025,Não,38,Masculino,10
3321,7440,Sim,35,Feminino,10
3324,1314,Sim,18,Masculino,10
3323,5170,Sim,40,Masculino,9
3320,2067,Sim,40,Feminino,9
3318,5654,Sim,26,Feminino,9
3332,8180,Não,35,Masculino,9
3329,1131,Não,42,Feminino,10
3326,8798,Sim,35,Feminino,10
3333,6502,Sim,35,Masculino,9
3330,5511,Não,42,Feminino,9
3327,4100,Sim,30,Feminino,10
3328,2671,Não,32,Masculino,10
3331,1238,Não,62,Masculino,10
3338,6918,Sim,40,Feminino,9
3345,8521,Não,44,Feminino,9
3343,1708,Sim,33,Masculino,9
3344,9050,Não,57,Masculino,10
3341,5805,Não,36,Feminino,10
3337,1867,Não,34,Masculino,4
3339,5451,Não,29,Masculino,10
3334,2103,Não,41,Masculino,10
3342,1530,Não,34,Feminino,10
3340,5419,Sim,22,Masculino,9
3335,4480,Não,31,Feminino,10
3336,8800,Não,48,Feminino,9
3346,7548,Sim,34,Masculino,10
3351,9864,Sim,38,Feminino,6
3349,1172,Não,35,Masculino,9
3350,5539,Não,32,Masculino,10
3348,2652,Não,45,Feminino,9
3347,4984,Sim,37,Feminino,10
3353,3817,Não,41,Feminino,4
3354,5217,Não,51,Feminino,10
3352,6834,Sim,36,Feminino,10
3356,1095,Não,27,Feminino,10
3364,6192,Não,36,Masculino,10
3359,1450,Não,19,Feminino,10
3360,8565,Sim,28,Feminino,10
3357,3477,Sim,38,Feminino,10
3355,7477,Não,50,Masculino,3
3362,3813,Não,42,Masculino,10
3363,4356,Não,38,Masculino,9
3361,4454,Sim,24,Masculino,9
3358,5303,Não,46,Feminino,9
3366,6918,Sim,40,Feminino,10
3365,7942,Não,44,Feminino,9
3394,3499,Sim,18,Masculino,10
3390,7018,Não,41,Feminino,10
3373,2151,Sim,27,Feminino,9
3387,9189,Não,30,Feminino,9
3378,1634,Não,42,Feminino,10
3376,9695,Sim,25,Feminino,10
3382,3226,Não,29,Masculino,9
3384,6547,Não,40,Feminino,7
3371,3931,Não,55,Feminino,10
3374,8336,Não,58,Masculino,10
3396,3469,Não,42,Feminino,10
3381,1130,Não,27,Masculino,8
3388,9227,Não,27,Masculino,9
3397,1525,Não,25,Masculino,9
3375,2519,Sim,24,Masculino,10
3392,1078,Não,49,Masculino,10
3389,6263,Não,44,Masculino,9
3391,3556,Não,28,Feminino,9
3386,6600,Sim,26,Feminino,10
3383,9631,Sim,32,Feminino,9
3380,4400,Sim,39,Feminino,9
3372,5538,Sim,32,Feminino,10
3385,8831,Não,42,Feminino,9
3369,3082,Sim,34,Masculino,4
3395,7328,Sim,35,Masculino,9
3379,4542,Não,51,Feminino,9
3398,4274,Sim,22,Masculino,9
3370,8998,Não,49,Feminino,9
3367,5264,Não,42,Feminino,10
3368,6940,Não,48,Feminino,9
3377,6376,Não,51,Feminino,9
3393,9000,Sim,39,Masculino,10
3415,4442,Não,58,Feminino,10
3409,9301,Sim,38,Feminino,9
3400,4454,Sim,24,Masculino,9
3402,9121,Sim,31,Masculino,9
3401,6800,Sim,23,Masculino,9
3399,4701,Sim,18,Feminino,10
3407,6970,Sim,38,Masculino,9
3413,5634,Não,21,Masculino,10
3404,2058,Sim,29,Masculino,3
3406,1345,Sim,35,Feminino,10
3414,8478,Sim,32,Feminino,10
3416,5015,Não,33,Feminino,9
3403,3722,Não,51,Feminino,9
3412,6100,Não,25,Feminino,9
3411,4261,Sim,37,Feminino,10
3408,1863,Sim,40,Feminino,10
3410,8285,Não,53,Masculino,10
3417,8674,Não,25,Masculino,10
3405,4069,Não,51,Feminino,9
3418,5084,Sim,24,Feminino,10
3432,4348,Não,34,Feminino,9
3421,5146,Não,43,Feminino,10
3437,8013,Sim,40,Feminino,10
3433,3113,Não,35,Feminino,10
3425,9713,Não,43,Masculino,6
3427,3611,Sim,23,Feminino,6
3419,7929,Sim,32,Feminino,10
3423,7870,Sim,35,Masculino,9
3436,2723,Sim,37,Feminino,10
3430,7782,Sim,35,Feminino,3
3438,1084,Sim,19,Masculino,9
3434,1013,Sim,32,Masculino,9
3422,8851,Não,44,Masculino,10
3428,8248,Não,45,Feminino,10
3429,9242,Não,60,Masculino,9
3431,6905,Sim,30,Feminino,10
3435,1191,Não,50,Feminino,9
3420,3736,Não,42,Feminino,9
3424,7658,Não,54,Masculino,9
3426,7435,Não,54,Feminino,10
3444,7812,Não,29,Feminino,10
3452,9392,Sim,34,Masculino,9
3440,7643,Não,38,Feminino,10
3439,6914,Não,45,Feminino,10
3448,7400,Sim,40,Feminino,6
3450,8949,Sim,25,Feminino,9
3447,1320,Não,44,Feminino,10
3441,2217,Não,45,Feminino,9
3443,6177,Sim,40,Feminino,9
3451,8538,Não,34,Feminino,4
3453,7696,Sim,35,Masculino,8
3446,8740,Não,41,Masculino,10
3449,1192,Sim,28,Masculino,9
3455,3145,Não,46,Masculino,10
3445,1241,Não,39,Feminino,10
3454,5308,Não,50,Masculino,10
3442,9766,Não,53,Masculino,9
3456,3436,Sim,36,Feminino,10
3461,2240,Sim,38,Feminino,10
3462,9688,Não,66,Feminino,9
3473,6985,Não,41,Masculino,0
3472,3564,Sim,18,Masculino,9
3471,2623,Não,23,Masculino,2
3467,5591,Sim,27,Masculino,9
3457,7903,Sim,38,Feminino,9
3474,5168,Sim,38,Feminino,10
3460,9351,Sim,28,Masculino,10
3463,4444,Não,45,Masculino,10
3470,3595,Não,43,Masculino,9
3468,6926,Não,46,Masculino,6
3469,9079,Não,44,Masculino,9
3459,4926,Sim,38,Masculino,10
3464,6818,Não,44,Feminino,9
3458,4974,Não,40,Masculino,10
3466,6404,Não,58,Feminino,9
3465,5256,Não,34,Feminino,9
3501,4356,Não,38,Masculino,6
3492,1878,Não,42,Feminino,10
3477,3896,Sim,34,Masculino,10
3486,1877,Sim,37,Feminino,10
3502,8131,Não,44,Feminino,10
3504,7865,Não,54,Masculino,10
3479,7708,Não,44,Feminino,10
3499,9822,Não,53,Feminino,10
3488,4611,Não,37,Feminino,9
3484,4675,Não,41,Feminino,10
3476,5186,Não,49,Masculino,10
3487,5142,Não,44,Masculino,10
3496,7119,Não,35,Masculino,9
3498,7203,Não,51,Masculino,10
3475,5865,Sim,32,Feminino,9
3483,3388,Sim,35,Masculino,10
3503,6210,Sim,31,Feminino,9
3482,2249,Sim,18,Masculino,9
3478,2314,Sim,33,Feminino,6
3495,2261,Não,38,Masculino,10
3491,2310,Não,18,Feminino,9
3500,7832,Não,40,Feminino,8
3490,3699,Sim,18,Masculino,9
3497,3334,Não,48,Masculino,9
3489,3098,Sim,27,Feminino,10
3494,9985,Sim,23,Feminino,9
3485,4086,Não,50,Masculino,9
3493,4132,Não,46,Masculino,9
3481,4257,Não,18,Feminino,10
3480,9313,Sim,23,Feminino,10
3506,4008,Sim,29,Masculino,9
3514,1970,Sim,40,Feminino,10
3509,5652,Não,42,Masculino,9
3522,9616,Sim,36,Masculino,9
3518,5086,Não,57,Masculino,9
3520,5091,Não,41,Feminino,7
3512,6218,Sim,26,Masculino,9
3513,8079,Sim,31,Feminino,2
3521,3739,Não,50,Masculino,6
3524,2905,Não,70,Masculino,10
3507,9662,Não,40,Feminino,8
3519,6881,Não,53,Feminino,9
3511,4752,Não,50,Feminino,9
3505,9634,Sim,32,Masculino,5
3508,1647,Sim,39,Masculino,10
3516,3148,Sim,34,Masculino,10
3517,3251,Sim,33,Feminino,9
3510,8910,Não,42,Masculino,9
3515,8591,Sim,27,Feminino,9
3523,2602,Não,43,Masculino,9
3531,8979,Não,65,Feminino,9
3533,3966,Sim,34,Feminino,10
3528,7096,Não,46,Feminino,10
3525,1779,Não,31,Feminino,9
3540,4376,Não,56,Masculino,8
3530,4417,Não,50,Feminino,9
3532,2841,Sim,36,Feminino,9
3538,6421,Sim,21,Masculino,10
3537,5168,Sim,38,Feminino,10
3539,7293,Sim,25,Feminino,10
3529,8950,Não,45,Feminino,10
3527,8647,Não,44,Feminino,10
3526,9504,Sim,18,Feminino,9
3536,2249,Sim,18,Masculino,9
3535,2481,Sim,34,Feminino,10
3534,6406,Sim,34,Masculino,10
3546,9987,Sim,30,Feminino,10
3544,7239,Não,37,Feminino,9
3545,5154,Não,31,Masculino,10
3542,7421,Sim,25,Feminino,9
3562,9566,Sim,31,Masculino,6
3548,9983,Não,57,Feminino,10
3566,5132,Sim,38,Masculino,9
3547,9057,Não,43,Feminino,10
3560,3869,Sim,34,Masculino,10
3561,6187,Não,38,Feminino,9
3556,3006,Sim,26,Masculino,10
3555,5931,Não,50,Feminino,10
3552,3215,Não,50,Feminino,10
3558,1033,Não,47,Masculino,10
3549,4320,Sim,18,Feminino,10
3554,3729,Não,25,Feminino,10
3565,6069,Sim,39,Feminino,9
3541,1548,Não,43,Feminino,10
3559,4398,Não,48,Feminino,9
3564,1190,Sim,36,Masculino,10
3550,8368,Não,46,Masculino,9
3557,1347,Sim,32,Feminino,10
3543,9691,Sim,18,Masculino,9
3551,4079,Sim,34,Masculino,10
3553,7765,Não,25,Feminino,10
3563,8190,Não,41,Feminino,9
3567,3799,Sim,37,Masculino,9
3576,2291,Não,51,Feminino,9
3572,2490,Não,49,Feminino,9
3573,5200,Não,59,Masculino,10
3579,2637,Não,47,Feminino,10
3581,5321,Não,49,Masculino,9
3569,2863,Não,21,Feminino,9
3568,5313,Sim,37,Feminino,10
3575,7596,Sim,33,Masculino,10
3577,7635,Não,54,Feminino,10
3574,2927,Não,42,Masculino,10
3578,7563,Não,41,Masculino,10
3582,7457,Sim,26,Masculino,10
3580,1435,Não,51,Feminino,10
3571,1571,Sim,28,Feminino,9
3570,3948,Sim,36,Masculino,9
3596,9208,Sim,21,Masculino,10
3599,2575,Sim,33,Feminino,10
3593,5647,Sim,37,Feminino,9
3591,1177,Sim,37,Feminino,10
3588,3218,Sim,34,Masculino,10
3583,5551,Não,48,Masculino,9
3587,2976,Sim,38,Feminino,10
3594,5734,Sim,38,Feminino,10
3595,3328,Não,42,Feminino,9
3584,7046,Não,45,Masculino,10
3600,1184,Sim,29,Feminino,9
3586,5436,Não,34,Masculino,9
3601,2201,Sim,33,Feminino,9
3590,1015,Sim,18,Masculino,9
3589,4585,Sim,35,Feminino,9
3592,3970,Não,26,Feminino,9
3598,1994,Sim,34,Masculino,9
3597,8357,Não,29,Masculino,10
3585,4299,Não,37,Feminino,10
3602,8170,Não,41,Masculino,9
3613,4473,Não,32,Feminino,9
3625,2840,Não,42,Masculino,10
3610,6716,Não,39,Masculino,9
3627,6151,Não,43,Feminino,9
3626,4421,Sim,28,Masculino,9
3606,7006,Sim,35,Feminino,8
3616,6323,Não,30,Feminino,9
3603,1564,Sim,33,Feminino,10
3628,2795,Não,43,Feminino,4
3604,3080,Sim,39,Feminino,9
3611,2781,Sim,35,Masculino,9
3608,9380,Sim,34,Feminino,9
3612,9363,Não,43,Feminino,3
3621,1086,Sim,36,Feminino,4
3620,1756,Não,39,Feminino,3
3617,8626,Não,50,Feminino,10
3624,8593,Não,35,Masculino,0
3622,5636,Sim,37,Feminino,10
3619,8592,Sim,39,Feminino,5
3609,1338,Não,31,Masculino,9
3618,4733,Não,60,Masculino,10
3607,5580,Não,52,Feminino,9
3605,9662,Não,40,Feminino,10
3623,5578,Sim,34,Feminino,10
3615,6544,Sim,38,Feminino,9
3614,4862,Não,41,Masculino,10
3643,8914,Sim,26,Feminino,9
3636,1593,Não,42,Feminino,10
3644,8343,Não,41,Feminino,10
3649,1630,Sim,32,Feminino,9
3641,9894,Sim,36,Feminino,3
3640,9308,Sim,37,Feminino,10
3647,9956,Sim,31,Masculino,5
3658,6649,Não,61,Feminino,9
3654,6305,Sim,40,Feminino,7
3645,3714,Não,66,Feminino,10
3653,6664,Não,35,Feminino,10
3655,5463,Não,45,Masculino,9
3646,3020,Não,35,Feminino,9
3652,6502,Sim,35,Masculino,10
3657,1554,Não,51,Masculino,9
3639,9347,Não,46,Masculino,9
3638,6875,Não,29,Feminino,9
3635,7681,Não,42,Feminino,10
3651,7140,Sim,40,Masculino,9
3632,7675,Não,24,Masculino,9
3656,5812,Não,43,Masculino,9
3642,5842,Sim,36,Feminino,9
3630,1540,Não,41,Feminino,10
3650,7245,Sim,38,Masculino,9
3629,4995,Sim,36,Feminino,10
3648,1154,Não,62,Feminino,10
3633,9426,Sim,24,Feminino,9
3634,9793,Sim,38,Masculino,10
3637,7433,Não,47,Feminino,9
3631,7808,Não,53,Feminino,10
3672,5150,Não,44,Feminino,10
3687,9483,Não,46,Feminino,10
3684,3749,Sim,39,Masculino,10
3670,1743,Sim,33,Masculino,10
3688,9335,Sim,28,Feminino,10
3667,7081,Não,49,Masculino,10
3673,4857,Não,39,Masculino,10
3661,4057,Sim,40,Masculino,9
3683,2659,Não,51,Feminino,9
3671,7212,Não,45,Masculino,10
3663,9121,Sim,31,Masculino,10
3668,8763,Não,40,Masculino,9
3685,3882,Não,25,Masculino,9
3664,7309,Sim,37,Feminino,10
3662,2120,Sim,28,Masculino,10
3675,1105,Sim,36,Masculino,9
3660,1138,Não,38,Masculino,9
3666,9694,Não,50,Feminino,10
3669,5427,Não,44,Feminino,9
3686,6847,Sim,36,Feminino,9
3674,5301,Não,29,Feminino,9
3682,5429,Não,40,Masculino,10
3677,3124,Sim,37,Masculino,9
3680,2041,Sim,39,Feminino,9
3681,4537,Sim,30,Feminino,9
3679,6695,Sim,23,Feminino,9
3665,9278,Não,42,Feminino,10
3676,5308,Não,50,Masculino,2
3678,1495,Não,51,Masculino,9
3659,9876,Não,54,Masculino,9
3706,5397,Não,60,Feminino,9
3704,8156,Não,34,Masculino,10
3690,8157,Sim,36,Masculino,10
3697,4381,Não,56,Masculino,5
3710,4939,Não,45,Feminino,10
3693,6408,Não,54,Feminino,10
3699,3579,Sim,38,Masculino,9
3692,2516,Não,43,Masculino,7
3694,7880,Não,32,Masculino,9
3703,7448,Não,53,Masculino,9
3689,2073,Não,51,Masculino,10
3702,8484,Não,51,Masculino,10
3691,7135,Sim,31,Masculino,5
3709,1995,Sim,32,Feminino,10
3708,8290,Não,58,Masculino,10
3701,6607,Sim,24,Feminino,10
3695,1807,Sim,22,Masculino,9
3707,8070,Sim,33,Masculino,9
3698,3206,Não,60,Masculino,9
3700,1395,Sim,37,Feminino,10
3696,2250,Sim,29,Feminino,10
3705,2796,Não,58,Masculino,10
3711,8354,Sim,18,Feminino,2
3719,2999,Não,41,Masculino,9
3723,2983,Sim,36,Feminino,10
3717,7338,Sim,32,Feminino,10
3726,7401,Não,50,Feminino,9
3714,8341,Sim,40,Feminino,10
3715,6744,Sim,35,Masculino,10
3728,7549,Sim,30,Masculino,10
3716,9022,Não,50,Feminino,9
3713,7689,Não,43,Feminino,9
3712,8237,Sim,26,Feminino,9
3725,4289,Sim,35,Masculino,9
3720,3686,Não,39,Masculino,10
3727,9604,Sim,33,Feminino,9
3729,1547,Não,37,Feminino,9
3718,7227,Não,45,Feminino,9
3721,3935,Não,47,Masculino,6
3730,7929,Sim,32,Feminino,9
3722,3905,Não,44,Feminino,9
3724,6391,Não,42,Feminino,9
3734,7197,Não,48,Feminino,10
3744,8747,Sim,22,Feminino,7
3733,4994,Não,35,Feminino,9
3745,4678,Sim,27,Masculino,6
3742,4263,Sim,32,Feminino,10
3737,6574,Não,25,Masculino,9
3735,4288,Não,42,Feminino,10
3743,4630,Não,30,Masculino,9
3739,9151,Sim,33,Masculino,9
3741,7786,Não,49,Feminino,7
3738,6277,Não,41,Feminino,10
3732,2279,Não,31,Feminino,9
3746,1205,Sim,32,Masculino,10
3740,8964,Sim,25,Feminino,10
3736,7915,Não,25,Masculino,9
3731,8517,Não,55,Feminino,9
3759,4896,Não,31,Feminino,10
3763,9467,Não,45,Masculino,10
3775,4162,Sim,18,Masculino,10
3765,7366,Não,64,Masculino,10
3777,2431,Sim,37,Masculino,8
3774,8334,Não,30,Feminino,9
3770,8331,Sim,33,Feminino,10
3749,2432,Não,53,Masculino,9
3750,4207,Sim,31,Masculino,10
3751,2897,Sim,35,Masculino,9
3764,1228,Não,41,Masculino,9
3778,4247,Não,28,Masculino,10
3757,7699,Sim,28,Masculino,9
3754,1586,Não,39,Masculino,10
3773,9886,Não,29,Masculino,9
3755,4323,Não,53,Feminino,9
3753,5273,Sim,37,Feminino,9
3772,4353,Sim,29,Masculino,10
3768,1206,Não,42,Feminino,10
3747,8625,Sim,32,Feminino,10
3758,8465,Não,41,Masculino,9
3748,9365,Sim,29,Feminino,10
3761,8600,Sim,27,Masculino,10
3776,2987,Sim,34,Feminino,10
3756,8504,Não,45,Feminino,4
3760,2858,Não,50,Feminino,9
3766,3996,Sim,35,Feminino,9
3767,6862,Não,40,Feminino,10
3762,1662,Não,43,Masculino,10
3771,8493,Sim,33,Feminino,7
3752,6412,Não,41,Feminino,9
3769,9147,Não,42,Feminino,8
3799,2289,Não,44,Feminino,10
3779,3282,Não,62,Feminino,10
3790,6731,Sim,24,Masculino,10
3784,2736,Não,35,Feminino,9
3796,2811,Não,53,Feminino,10
3785,3168,Não,41,Feminino,9
3793,4265,Não,70,Masculino,1
3792,4697,Não,36,Feminino,10
3805,2111,Não,41,Feminino,9
3802,2024,Não,50,Feminino,6
3795,9141,Sim,34,Feminino,10
3797,3168,Não,41,Feminino,9
3794,6924,Não,36,Feminino,10
3806,9328,Não,50,Masculino,10
3798,8583,Não,38,Masculino,2
3800,9876,Não,54,Masculino,9
3788,9772,Sim,37,Feminino,10
3791,8074,Não,47,Feminino,10
3804,5414,Não,48,Masculino,9
3808,4435,Não,18,Feminino,10
3807,9232,Não,42,Masculino,9
3781,1920,Sim,18,Feminino,9
3782,5701,Não,69,Masculino,10
3801,5506,Sim,31,Feminino,10
3783,9850,Não,36,Feminino,9
3787,9746,Não,59,Masculino,10
3789,4918,Não,31,Feminino,9
3803,4611,Não,37,Feminino,10
3786,6634,Não,28,Masculino,9
3780,1981,Não,50,Masculino,9
3826,5434,Não,49,Masculino,9
3820,5549,Sim,23,Feminino,10
3829,4082,Não,49,Masculino,10
3819,8159,Sim,28,Feminino,10
3832,7314,Não,50,Feminino,10
3810,1710,Não,45,Masculino,9
3812,9889,Sim,40,Feminino,9
3822,2485,Não,40,Feminino,10
3827,2041,Sim,39,Feminino,10
3813,7017,Não,39,Feminino,10
3811,8921,Não,48,Masculino,9
3830,9595,Não,41,Feminino,9
3815,9665,Não,50,Masculino,9
3823,9488,Sim,36,Feminino,10
3809,1244,Sim,38,Masculino,9
3831,3796,Não,25,Feminino,9
3814,1747,Não,40,Masculino,10
3834,9200,Não,42,Feminino,9
3833,2296,Sim,35,Feminino,3
3825,2493,Não,53,Feminino,9
3816,9572,Não,33,Masculino,8
3818,1770,Sim,38,Feminino,9
3828,2237,Não,55,Feminino,9
3817,2707,Não,33,Feminino,9
3824,2696,Não,39,Masculino,9
3821,4500,Sim,27,Feminino,8
3842,9855,Não,42,Feminino,9
3858,7998,Não,60,Feminino,8
3855,8124,Sim,36,Masculino,9
3850,8049,Não,53,Feminino,9
3837,8985,Sim,35,Masculino,8
3859,5883,Sim,34,Feminino,10
3853,7841,Sim,34,Masculino,9
3852,4352,Sim,38,Feminino,10
3848,9848,Não,41,Feminino,8
3860,8477,Não,34,Feminino,9
3849,5932,Não,48,Feminino,9
3847,6742,Não,46,Masculino,10
3839,8858,Não,39,Masculino,10
3836,8837,Sim,31,Masculino,9
3851,3014,Não,42,Feminino,10
3840,6314,Não,37,Feminino,10
3861,8793,Não,43,Masculino,9
3841,5875,Não,24,Feminino,9
