ID compra,Unidade,Cidade,Data,Horário,Categoria do produto,Preço unitário,Quantidade,Método de pagamento
2868,Parque das nações,Santo André,8/20/2022,9:27,Ferramentas e construção,"54,9",1,Cartão
2867,Oswaldo Cruz,São Caetano do Sul,8/20/2022,13:57,Papelaria e escritório,"8,9",2,Cartão
2855,Parque das nações,Santo André,8/20/2022,13:53,Papelaria e escritório,18,4,Cartão
2860,Oswaldo Cruz,São Caetano do Sul,8/20/2022,12:17,Eletrônicos,"354,9",5,PIX
2858,Parque das nações,Santo André,8/20/2022,13:09,Eletrônicos,7119,3,Cartão
2864,Paulicéia,São Bernardo do Campo,8/20/2022,17:25,Beleza e cuidados pessoais,"32,9",4,Cartão
2863,Oswaldo Cruz,São Caetano do Sul,8/20/2022,19:47,Eletrônicos,"1969,9",5,Cartão
2853,Paulicéia,São Bernardo do Campo,8/20/2022,16:24,Casa e limpeza,"159,9",3,PIX
2852,Parque das nações,Santo André,8/20/2022,18:12,Eletrônicos,"5932,9",5,Cartão
2870,Oswaldo Cruz,São Caetano do Sul,8/20/2022,18:36,Eletrônicos,"3124,9",4,PIX
2862,Paulicéia,São Bernardo do Campo,8/20/2022,13:38,Casa e limpeza,"70,9",1,PIX
2851,Parque das nações,Santo André,8/20/2022,13:52,Livros,"70,9",1,Cartão
2859,Parque das nações,Santo André,8/20/2022,12:34,Alimentos e bebidas,"41,9",4,Cartão
2865,Paulicéia,São Bernardo do Campo,8/20/2022,17:04,Livros,"111,9",3,Dinheiro
2856,Paulicéia,São Bernardo do Campo,8/20/2022,19:53,Papelaria e escritório,"43,9",5,Cartão
2861,Parque das nações,Santo André,8/20/2022,18:00,Casa e limpeza,"187,9",5,Cartão
2866,Paulicéia,São Bernardo do Campo,8/20/2022,16:45,Casa e limpeza,"152,9",1,Cartão
2854,Oswaldo Cruz,São Caetano do Sul,8/20/2022,10:43,Livros,"131,9",4,Cartão
2857,Oswaldo Cruz,São Caetano do Sul,8/20/2022,18:06,Ferramentas e construção,239,4,Dinheiro
2869,Parque das nações,Santo André,8/20/2022,18:08,Ferramentas e construção,"179,9",5,Dinheiro
2887,Parque das nações,Santo André,8/22/2022,19:09,Ferramentas e construção,"67,9",4,Cartão
2882,Parque das nações,Santo André,8/22/2022,18:41,Eletrônicos,"1633,9",2,Cartão
2891,Paulicéia,São Bernardo do Campo,8/22/2022,12:39,Alimentos e bebidas,"35,9",1,Cartão
2871,Paulicéia,São Bernardo do Campo,8/22/2022,13:33,Ferramentas e construção,350,4,Dinheiro
2883,Paulicéia,São Bernardo do Campo,8/22/2022,16:36,Casa e limpeza,74,2,Cartão
2884,Parque das nações,Santo André,8/22/2022,17:51,Casa e limpeza,"58,9",5,PIX
2875,Paulicéia,São Bernardo do Campo,8/22/2022,14:36,Casa e limpeza,"96,9",1,Cartão
2872,Paulicéia,São Bernardo do Campo,8/22/2022,12:48,Eletrônicos,"2674,9",1,Cartão
2873,Parque das nações,Santo André,8/22/2022,16:01,Casa e limpeza,"193,9",5,Cartão
2896,Parque das nações,Santo André,8/22/2022,13:09,Eletrônicos,"6632,9",4,PIX
2893,Paulicéia,São Bernardo do Campo,8/22/2022,11:56,Eletrônicos,"238,9",5,Cartão
2892,Parque das nações,Santo André,8/22/2022,19:21,Beleza e cuidados pessoais,"68,9",2,Dinheiro
2894,Parque das nações,Santo André,8/22/2022,19:34,Alimentos e bebidas,"23,9",4,PIX
2888,Paulicéia,São Bernardo do Campo,8/22/2022,19:57,Beleza e cuidados pessoais,"60,9",5,PIX
2877,Paulicéia,São Bernardo do Campo,8/22/2022,17:52,Eletrônicos,"3745,9",1,Cartão
2880,Oswaldo Cruz,São Caetano do Sul,8/22/2022,19:31,Alimentos e bebidas,"14,9",3,PIX
2897,Paulicéia,São Bernardo do Campo,8/22/2022,10:40,Eletrônicos,665,1,PIX
2878,Oswaldo Cruz,São Caetano do Sul,8/22/2022,16:06,Eletrônicos,"7318,9",2,PIX
2881,Parque das nações,Santo André,8/22/2022,11:52,Eletrônicos,"4003,9",3,Dinheiro
2886,Paulicéia,São Bernardo do Campo,8/22/2022,17:52,Papelaria e escritório,"19,9",4,Cartão
2890,Parque das nações,Santo André,8/22/2022,13:31,Ferramentas e construção,"122,9",4,Cartão
2898,Parque das nações,Santo André,8/22/2022,19:31,Alimentos e bebidas,"63,9",5,Dinheiro
2885,Paulicéia,São Bernardo do Campo,8/22/2022,18:06,Alimentos e bebidas,87,1,PIX
2874,Oswaldo Cruz,São Caetano do Sul,8/22/2022,16:35,Eletrônicos,"5165,9",3,PIX
2876,Paulicéia,São Bernardo do Campo,8/22/2022,13:55,Beleza e cuidados pessoais,"28,9",1,Cartão
2895,Oswaldo Cruz,São Caetano do Sul,8/22/2022,18:21,Beleza e cuidados pessoais,"52,9",1,Cartão
2889,Oswaldo Cruz,São Caetano do Sul,8/22/2022,14:32,Casa e limpeza,"60,9",1,Dinheiro
2879,Paulicéia,São Bernardo do Campo,8/22/2022,19:05,Beleza e cuidados pessoais,"207,9",4,Dinheiro
2910,Paulicéia,São Bernardo do Campo,8/23/2022,13:10,Eletrônicos,"3788,9",2,Cartão
2914,Oswaldo Cruz,São Caetano do Sul,8/23/2022,13:51,Eletrônicos,"5960,9",5,Cartão
2901,Paulicéia,São Bernardo do Campo,8/23/2022,19:42,Beleza e cuidados pessoais,"143,9",5,PIX
2920,Paulicéia,São Bernardo do Campo,8/23/2022,13:20,Eletrônicos,"3850,9",5,Cartão
2905,Paulicéia,São Bernardo do Campo,8/23/2022,19:40,Ferramentas e construção,"86,9",2,PIX
2926,Oswaldo Cruz,São Caetano do Sul,8/23/2022,12:47,Beleza e cuidados pessoais,"131,9",3,Cartão
2900,Paulicéia,São Bernardo do Campo,8/23/2022,13:03,Eletrônicos,"7512,9",3,Cartão
2928,Paulicéia,São Bernardo do Campo,8/23/2022,13:16,Casa e limpeza,"40,9",4,PIX
2909,Parque das nações,Santo André,8/23/2022,11:28,Eletrônicos,"5532,9",4,Cartão
2904,Paulicéia,São Bernardo do Campo,8/23/2022,13:36,Livros,"33,9",4,Cartão
2907,Paulicéia,São Bernardo do Campo,8/23/2022,11:13,Beleza e cuidados pessoais,"175,9",1,PIX
2925,Parque das nações,Santo André,8/23/2022,18:44,Eletrônicos,"7838,9",3,PIX
2899,Paulicéia,São Bernardo do Campo,8/23/2022,9:20,Casa e limpeza,"189,9",4,PIX
2918,Oswaldo Cruz,São Caetano do Sul,8/23/2022,17:21,Alimentos e bebidas,"99,9",3,PIX
2903,Parque das nações,Santo André,8/23/2022,13:43,Casa e limpeza,"100,9",4,Cartão
2923,Oswaldo Cruz,São Caetano do Sul,8/23/2022,13:53,Beleza e cuidados pessoais,"144,9",2,Cartão
2917,Oswaldo Cruz,São Caetano do Sul,8/23/2022,13:42,Papelaria e escritório,"41,9",4,Carteira digital
2915,Parque das nações,Santo André,8/23/2022,18:39,Casa e limpeza,"43,9",4,Cartão
2911,Paulicéia,São Bernardo do Campo,8/23/2022,17:30,Alimentos e bebidas,"98,9",4,PIX
2902,Oswaldo Cruz,São Caetano do Sul,8/23/2022,17:05,Beleza e cuidados pessoais,"225,9",5,PIX
2912,Oswaldo Cruz,São Caetano do Sul,8/23/2022,12:24,Eletrônicos,"2503,9",1,Cartão
2922,Parque das nações,Santo André,8/23/2022,13:07,Beleza e cuidados pessoais,"69,9",2,PIX
2924,Parque das nações,Santo André,8/23/2022,11:34,Casa e limpeza,"42,9",5,PIX
2921,Parque das nações,Santo André,8/23/2022,13:14,Eletrônicos,"3852,9",2,Cartão
2908,Oswaldo Cruz,São Caetano do Sul,8/23/2022,16:45,Eletrônicos,"3851,9",2,Cartão
2913,Oswaldo Cruz,São Caetano do Sul,8/23/2022,12:52,Papelaria e escritório,"48,9",1,PIX
2919,Parque das nações,Santo André,8/23/2022,13:15,Casa e limpeza,"11,9",4,Cartão
2916,Paulicéia,São Bernardo do Campo,8/23/2022,19:48,Beleza e cuidados pessoais,"160,9",1,Cartão
2906,Paulicéia,São Bernardo do Campo,8/23/2022,17:39,Beleza e cuidados pessoais,"78,9",5,Carteira digital
2927,Oswaldo Cruz,São Caetano do Sul,8/23/2022,9:40,Casa e limpeza,"173,9",5,PIX
2943,Oswaldo Cruz,São Caetano do Sul,8/24/2022,12:35,Casa e limpeza,"110,9",3,PIX
2935,Oswaldo Cruz,São Caetano do Sul,8/24/2022,12:17,Eletrônicos,"2510,9",1,Carteira digital
2933,Parque das nações,Santo André,8/24/2022,13:23,Papelaria e escritório,"12,9",3,Cartão
2940,Parque das nações,Santo André,8/24/2022,12:26,Casa e limpeza,"127,9",4,Dinheiro
2945,Oswaldo Cruz,São Caetano do Sul,8/24/2022,13:36,Alimentos e bebidas,"64,9",2,Cartão
2936,Parque das nações,Santo André,8/24/2022,13:29,Alimentos e bebidas,"45,9",3,Cartão
2946,Parque das nações,Santo André,8/24/2022,15:32,Livros,"61,9",4,PIX
2937,Oswaldo Cruz,São Caetano do Sul,8/24/2022,18:48,Eletrônicos,"7781,9",2,PIX
2942,Parque das nações,Santo André,8/24/2022,14:51,Eletrônicos,"6814,9",4,PIX
2929,Oswaldo Cruz,São Caetano do Sul,8/24/2022,16:36,Alimentos e bebidas,"29,9",5,Cartão
2941,Oswaldo Cruz,São Caetano do Sul,8/24/2022,10:51,Papelaria e escritório,"16,9",5,Cartão
2932,Oswaldo Cruz,São Caetano do Sul,8/24/2022,9:40,Alimentos e bebidas,"6,9",2,PIX
2931,Paulicéia,São Bernardo do Campo,8/24/2022,14:31,Beleza e cuidados pessoais,"143,9",1,Cartão
2938,Paulicéia,São Bernardo do Campo,8/24/2022,12:52,Beleza e cuidados pessoais,"215,9",1,Dinheiro
2944,Paulicéia,São Bernardo do Campo,8/24/2022,10:13,Alimentos e bebidas,"69,9",1,Cartão
2939,Parque das nações,Santo André,8/24/2022,18:20,Ferramentas e construção,"160,9",4,Carteira digital
2947,Paulicéia,São Bernardo do Campo,8/24/2022,16:39,Casa e limpeza,"56,9",2,PIX
2930,Oswaldo Cruz,São Caetano do Sul,8/24/2022,13:11,Eletrônicos,4923,1,PIX
2934,Parque das nações,Santo André,8/24/2022,10:44,Ferramentas e construção,"159,9",3,PIX
2948,Oswaldo Cruz,São Caetano do Sul,8/24/2022,10:18,Livros,"77,9",5,PIX
2951,Paulicéia,São Bernardo do Campo,8/25/2022,19:41,Beleza e cuidados pessoais,"137,9",2,Cartão
2964,Oswaldo Cruz,São Caetano do Sul,8/25/2022,18:18,Alimentos e bebidas,"8,9",2,Cartão
2974,Oswaldo Cruz,São Caetano do Sul,8/25/2022,16:41,Casa e limpeza,101,5,Cartão
2952,Paulicéia,São Bernardo do Campo,8/25/2022,13:58,Alimentos e bebidas,"56,9",5,Carteira digital
2975,Paulicéia,São Bernardo do Campo,8/25/2022,17:48,Casa e limpeza,"194,9",3,Dinheiro
2950,Paulicéia,São Bernardo do Campo,8/25/2022,13:53,Casa e limpeza,"60,9",5,Cartão
2957,Oswaldo Cruz,São Caetano do Sul,8/25/2022,10:25,Papelaria e escritório,"25,9",3,PIX
2970,Paulicéia,São Bernardo do Campo,8/25/2022,18:40,Livros,"137,9",2,PIX
2968,Oswaldo Cruz,São Caetano do Sul,8/25/2022,13:51,Eletrônicos,"2879,9",2,PIX
2971,Oswaldo Cruz,São Caetano do Sul,8/25/2022,19:33,Eletrônicos,"4169,9",3,Cartão
2955,Parque das nações,Santo André,8/25/2022,18:12,Eletrônicos,"3691,9",3,PIX
2959,Paulicéia,São Bernardo do Campo,8/25/2022,17:34,Casa e limpeza,"150,9",4,Dinheiro
2977,Paulicéia,São Bernardo do Campo,8/25/2022,17:46,Beleza e cuidados pessoais,"48,9",1,Dinheiro
2976,Parque das nações,Santo André,8/25/2022,17:37,Beleza e cuidados pessoais,"208,9",2,PIX
2961,Parque das nações,Santo André,8/25/2022,13:18,Alimentos e bebidas,"88,9",4,PIX
2953,Parque das nações,Santo André,8/25/2022,15:20,Beleza e cuidados pessoais,"108,9",2,Dinheiro
2973,Oswaldo Cruz,São Caetano do Sul,8/25/2022,10:39,Casa e limpeza,170,5,Cartão
2965,Oswaldo Cruz,São Caetano do Sul,8/25/2022,17:16,Casa e limpeza,"75,9",3,Dinheiro
2967,Parque das nações,Santo André,8/25/2022,19:59,Eletrônicos,"6050,9",2,Cartão
2966,Paulicéia,São Bernardo do Campo,8/25/2022,15:28,Alimentos e bebidas,"46,9",4,PIX
2972,Paulicéia,São Bernardo do Campo,8/25/2022,16:12,Livros,"17,9",3,Cartão
2949,Parque das nações,Santo André,8/25/2022,13:55,Casa e limpeza,"86,9",2,PIX
2978,Paulicéia,São Bernardo do Campo,8/25/2022,13:30,Beleza e cuidados pessoais,"224,9",2,PIX
2954,Paulicéia,São Bernardo do Campo,8/25/2022,17:22,Casa e limpeza,"169,9",2,PIX
2963,Paulicéia,São Bernardo do Campo,8/25/2022,9:09,Beleza e cuidados pessoais,"213,9",1,PIX
2956,Paulicéia,São Bernardo do Campo,8/25/2022,16:11,Alimentos e bebidas,"17,9",5,Cartão
2969,Oswaldo Cruz,São Caetano do Sul,8/25/2022,13:16,Eletrônicos,"5462,9",4,Cartão
2958,Paulicéia,São Bernardo do Campo,8/25/2022,13:38,Alimentos e bebidas,"82,9",2,Cartão
2962,Oswaldo Cruz,São Caetano do Sul,8/25/2022,13:41,Alimentos e bebidas,31,5,Cartão
2960,Oswaldo Cruz,São Caetano do Sul,8/25/2022,10:24,Eletrônicos,"6916,9",2,Cartão
2991,Paulicéia,São Bernardo do Campo,8/26/2022,13:29,Alimentos e bebidas,"6,9",1,PIX
2988,Oswaldo Cruz,São Caetano do Sul,8/26/2022,12:44,Ferramentas e construção,303,4,PIX
2990,Oswaldo Cruz,São Caetano do Sul,8/26/2022,16:14,Ferramentas e construção,"348,9",4,Cartão
2997,Paulicéia,São Bernardo do Campo,8/26/2022,16:10,Beleza e cuidados pessoais,"172,9",3,Cartão
2995,Parque das nações,Santo André,8/26/2022,17:50,Beleza e cuidados pessoais,"144,9",5,Cartão
2989,Parque das nações,Santo André,8/26/2022,18:34,Eletrônicos,"3419,9",4,Cartão
2993,Paulicéia,São Bernardo do Campo,8/26/2022,12:29,Eletrônicos,"4814,9",5,Cartão
2982,Parque das nações,Santo André,8/26/2022,15:42,Ferramentas e construção,"26,9",4,Cartão
2992,Parque das nações,Santo André,8/26/2022,16:15,Beleza e cuidados pessoais,"170,9",2,Cartão
2985,Paulicéia,São Bernardo do Campo,8/26/2022,19:52,Casa e limpeza,"47,9",4,PIX
2986,Oswaldo Cruz,São Caetano do Sul,8/26/2022,18:00,Alimentos e bebidas,"93,9",4,Carteira digital
2994,Oswaldo Cruz,São Caetano do Sul,8/26/2022,12:10,Ferramentas e construção,"210,9",1,PIX
2998,Paulicéia,São Bernardo do Campo,8/26/2022,18:28,Livros,"15,9",1,PIX
2984,Oswaldo Cruz,São Caetano do Sul,8/26/2022,16:21,Alimentos e bebidas,"46,9",4,PIX
2980,Paulicéia,São Bernardo do Campo,8/26/2022,19:14,Eletrônicos,"4001,9",2,PIX
2983,Paulicéia,São Bernardo do Campo,8/26/2022,9:06,Beleza e cuidados pessoais,"173,9",4,PIX
2996,Oswaldo Cruz,São Caetano do Sul,8/26/2022,13:00,Beleza e cuidados pessoais,"162,9",4,Cartão
2987,Oswaldo Cruz,São Caetano do Sul,8/26/2022,14:28,Papelaria e escritório,"12,9",5,PIX
2981,Parque das nações,Santo André,8/26/2022,15:14,Eletrônicos,"7912,9",5,Cartão
2979,Paulicéia,São Bernardo do Campo,8/26/2022,11:50,Eletrônicos,"5794,9",2,Dinheiro
3011,Paulicéia,São Bernardo do Campo,8/27/2022,19:28,Casa e limpeza,"123,9",3,PIX
3015,Paulicéia,São Bernardo do Campo,8/27/2022,9:50,Livros,"46,9",3,Cartão
3001,Parque das nações,Santo André,8/27/2022,13:59,Eletrônicos,"1916,9",4,Cartão
3006,Oswaldo Cruz,São Caetano do Sul,8/27/2022,16:30,Beleza e cuidados pessoais,"50,9",2,PIX
3002,Parque das nações,Santo André,8/27/2022,17:32,Beleza e cuidados pessoais,"181,9",2,PIX
3010,Oswaldo Cruz,São Caetano do Sul,8/27/2022,16:45,Alimentos e bebidas,"92,9",2,Cartão
3012,Paulicéia,São Bernardo do Campo,8/27/2022,12:40,Casa e limpeza,"30,9",2,PIX
3021,Paulicéia,São Bernardo do Campo,8/27/2022,17:12,Casa e limpeza,"173,9",3,Cartão
3004,Paulicéia,São Bernardo do Campo,8/27/2022,18:46,Eletrônicos,"6291,9",4,PIX
3007,Parque das nações,Santo André,8/27/2022,18:46,Livros,"81,9",4,PIX
3017,Paulicéia,São Bernardo do Campo,8/27/2022,17:45,Eletrônicos,4671,3,Dinheiro
3016,Parque das nações,Santo André,8/27/2022,19:45,Alimentos e bebidas,"11,9",2,Cartão
2999,Oswaldo Cruz,São Caetano do Sul,8/27/2022,13:52,Beleza e cuidados pessoais,"243,9",3,PIX
3014,Paulicéia,São Bernardo do Campo,8/27/2022,18:37,Livros,72,2,Carteira digital
3013,Parque das nações,Santo André,8/27/2022,19:24,Alimentos e bebidas,"12,9",4,Cartão
3018,Oswaldo Cruz,São Caetano do Sul,8/27/2022,19:49,Beleza e cuidados pessoais,"230,9",1,Cartão
3008,Oswaldo Cruz,São Caetano do Sul,8/27/2022,13:04,Alimentos e bebidas,62,1,Cartão
3009,Paulicéia,São Bernardo do Campo,8/27/2022,13:18,Papelaria e escritório,"2,9",1,Cartão
3022,Paulicéia,São Bernardo do Campo,8/27/2022,19:33,Eletrônicos,"5373,9",1,Cartão
3003,Oswaldo Cruz,São Caetano do Sul,8/27/2022,16:04,Alimentos e bebidas,"55,9",4,Cartão
3000,Paulicéia,São Bernardo do Campo,8/27/2022,13:24,Casa e limpeza,"198,9",2,PIX
3019,Parque das nações,Santo André,8/27/2022,16:57,Alimentos e bebidas,"30,9",3,Cartão
3005,Paulicéia,São Bernardo do Campo,8/27/2022,19:47,Livros,"117,9",4,Cartão
3020,Oswaldo Cruz,São Caetano do Sul,8/27/2022,10:28,Eletrônicos,"5941,9",3,Cartão
3027,Parque das nações,Santo André,8/29/2022,11:04,Casa e limpeza,"132,9",2,Carteira digital
3032,Paulicéia,São Bernardo do Campo,8/29/2022,19:36,Beleza e cuidados pessoais,"153,9",5,Cartão
3034,Paulicéia,São Bernardo do Campo,8/29/2022,16:31,Casa e limpeza,"9,9",4,Cartão
3023,Oswaldo Cruz,São Caetano do Sul,8/29/2022,16:22,Livros,17,3,Cartão
3046,Oswaldo Cruz,São Caetano do Sul,8/29/2022,16:09,Alimentos e bebidas,"32,9",3,Cartão
3035,Oswaldo Cruz,São Caetano do Sul,8/29/2022,18:40,Eletrônicos,"2178,9",1,PIX
3026,Parque das nações,Santo André,8/29/2022,11:19,Alimentos e bebidas,"23,9",3,PIX
3036,Paulicéia,São Bernardo do Campo,8/29/2022,12:05,Casa e limpeza,"74,9",5,PIX
3049,Parque das nações,Santo André,8/29/2022,11:43,Alimentos e bebidas,"89,9",2,PIX
3048,Paulicéia,São Bernardo do Campo,8/29/2022,11:09,Casa e limpeza,"156,9",1,Dinheiro
3037,Oswaldo Cruz,São Caetano do Sul,8/29/2022,14:44,Papelaria e escritório,"4,9",5,Cartão
3025,Oswaldo Cruz,São Caetano do Sul,8/29/2022,17:55,Ferramentas e construção,"36,9",4,Cartão
3029,Parque das nações,Santo André,8/29/2022,19:19,Papelaria e escritório,"14,9",5,Cartão
3050,Parque das nações,Santo André,8/29/2022,18:32,Beleza e cuidados pessoais,"114,9",5,Cartão
3047,Paulicéia,São Bernardo do Campo,8/29/2022,17:35,Beleza e cuidados pessoais,"189,9",1,Cartão
3033,Parque das nações,Santo André,8/29/2022,17:31,Alimentos e bebidas,85,2,PIX
3043,Paulicéia,São Bernardo do Campo,8/29/2022,10:06,Casa e limpeza,"56,9",2,Carteira digital
3045,Oswaldo Cruz,São Caetano do Sul,8/29/2022,13:20,Beleza e cuidados pessoais,228,1,PIX
3028,Paulicéia,São Bernardo do Campo,8/29/2022,16:23,Casa e limpeza,"25,9",2,Cartão
3031,Paulicéia,São Bernardo do Campo,8/29/2022,17:54,Alimentos e bebidas,"75,9",2,PIX
3030,Paulicéia,São Bernardo do Campo,8/29/2022,11:45,Beleza e cuidados pessoais,"238,9",1,PIX
3039,Paulicéia,São Bernardo do Campo,8/29/2022,13:15,Beleza e cuidados pessoais,"183,9",5,Carteira digital
3038,Oswaldo Cruz,São Caetano do Sul,8/29/2022,16:32,Beleza e cuidados pessoais,"176,9",1,Cartão
3041,Parque das nações,Santo André,8/29/2022,18:01,Eletrônicos,"6360,9",5,Carteira digital
3044,Paulicéia,São Bernardo do Campo,8/29/2022,18:15,Beleza e cuidados pessoais,"210,9",2,Cartão
3024,Oswaldo Cruz,São Caetano do Sul,8/29/2022,11:33,Alimentos e bebidas,"69,9",1,PIX
3040,Parque das nações,Santo André,8/29/2022,19:09,Casa e limpeza,18,2,Carteira digital
3042,Paulicéia,São Bernardo do Campo,8/29/2022,19:37,Livros,"147,9",3,Cartão
3065,Oswaldo Cruz,São Caetano do Sul,8/30/2022,18:46,Beleza e cuidados pessoais,"246,9",4,Cartão
3073,Parque das nações,Santo André,8/30/2022,13:34,Casa e limpeza,"18,9",3,PIX
3069,Parque das nações,Santo André,8/30/2022,11:52,Alimentos e bebidas,53,5,Cartão
3064,Paulicéia,São Bernardo do Campo,8/30/2022,11:02,Alimentos e bebidas,"41,9",2,Carteira digital
3055,Paulicéia,São Bernardo do Campo,8/30/2022,13:07,Livros,33,1,PIX
3056,Parque das nações,Santo André,8/30/2022,18:11,Beleza e cuidados pessoais,"70,9",4,Cartão
3068,Paulicéia,São Bernardo do Campo,8/30/2022,19:44,Alimentos e bebidas,"69,9",5,Cartão
3052,Parque das nações,Santo André,8/30/2022,12:09,Eletrônicos,6364,1,Cartão
3061,Oswaldo Cruz,São Caetano do Sul,8/30/2022,19:29,Eletrônicos,"6502,9",4,PIX
3071,Parque das nações,Santo André,8/30/2022,18:54,Ferramentas e construção,228,2,Cartão
3066,Parque das nações,Santo André,8/30/2022,13:43,Casa e limpeza,"113,9",3,PIX
3053,Parque das nações,Santo André,8/30/2022,12:10,Papelaria e escritório,40,4,Cartão
3062,Paulicéia,São Bernardo do Campo,8/30/2022,17:45,Alimentos e bebidas,"33,9",2,Cartão
3075,Oswaldo Cruz,São Caetano do Sul,8/30/2022,12:11,Papelaria e escritório,"22,9",3,PIX
3060,Parque das nações,Santo André,8/30/2022,18:44,Alimentos e bebidas,"54,9",5,PIX
3057,Oswaldo Cruz,São Caetano do Sul,8/30/2022,13:06,Papelaria e escritório,"24,9",2,Carteira digital
3054,Oswaldo Cruz,São Caetano do Sul,8/30/2022,18:40,Beleza e cuidados pessoais,"121,9",5,Carteira digital
3051,Paulicéia,São Bernardo do Campo,8/30/2022,9:50,Papelaria e escritório,"31,9",2,Carteira digital
3059,Parque das nações,Santo André,8/30/2022,13:02,Papelaria e escritório,"31,9",5,Cartão
3074,Paulicéia,São Bernardo do Campo,8/30/2022,16:53,Eletrônicos,"1285,9",3,PIX
3067,Oswaldo Cruz,São Caetano do Sul,8/30/2022,15:09,Beleza e cuidados pessoais,"67,9",4,PIX
3058,Oswaldo Cruz,São Caetano do Sul,8/30/2022,12:49,Casa e limpeza,"5,9",4,Cartão
3063,Oswaldo Cruz,São Caetano do Sul,8/30/2022,9:45,Alimentos e bebidas,"54,9",1,Carteira digital
3076,Oswaldo Cruz,São Caetano do Sul,8/30/2022,12:10,Alimentos e bebidas,"50,9",2,Cartão
3070,Oswaldo Cruz,São Caetano do Sul,8/30/2022,10:53,Alimentos e bebidas,"71,9",3,Cartão
3072,Paulicéia,São Bernardo do Campo,8/30/2022,19:19,Alimentos e bebidas,"58,9",5,PIX
3104,Paulicéia,São Bernardo do Campo,8/31/2022,12:56,Alimentos e bebidas,"91,9",5,PIX
3098,Parque das nações,Santo André,8/31/2022,16:05,Alimentos e bebidas,"12,9",2,PIX
3084,Parque das nações,Santo André,8/31/2022,19:52,Eletrônicos,"1126,9",1,Cartão
3087,Parque das nações,Santo André,8/31/2022,13:46,Alimentos e bebidas,"8,9",4,Cartão
3077,Paulicéia,São Bernardo do Campo,8/31/2022,12:44,Alimentos e bebidas,"21,9",2,Cartão
3095,Oswaldo Cruz,São Caetano do Sul,8/31/2022,12:29,Papelaria e escritório,"35,9",5,Carteira digital
3090,Oswaldo Cruz,São Caetano do Sul,8/31/2022,10:54,Eletrônicos,"5491,9",5,PIX
3081,Oswaldo Cruz,São Caetano do Sul,8/31/2022,19:11,Beleza e cuidados pessoais,"194,9",1,PIX
3088,Parque das nações,Santo André,8/31/2022,14:08,Casa e limpeza,"101,9",5,PIX
3106,Parque das nações,Santo André,8/31/2022,9:04,Beleza e cuidados pessoais,"46,9",1,Cartão
3083,Paulicéia,São Bernardo do Campo,8/31/2022,19:51,Alimentos e bebidas,"18,9",2,Cartão
3080,Oswaldo Cruz,São Caetano do Sul,8/31/2022,13:53,Papelaria e escritório,"16,9",2,PIX
3078,Parque das nações,Santo André,8/31/2022,17:20,Alimentos e bebidas,"91,9",4,Cartão
3103,Paulicéia,São Bernardo do Campo,8/31/2022,12:13,Eletrônicos,6170,3,Cartão
3085,Parque das nações,Santo André,8/31/2022,19:24,Casa e limpeza,49,2,PIX
3091,Oswaldo Cruz,São Caetano do Sul,8/31/2022,18:31,Alimentos e bebidas,"94,9",2,Cartão
3089,Oswaldo Cruz,São Caetano do Sul,8/31/2022,16:22,Papelaria e escritório,"4,9",2,Cartão
3086,Paulicéia,São Bernardo do Campo,8/31/2022,10:18,Papelaria e escritório,"39,9",4,Dinheiro
3100,Oswaldo Cruz,São Caetano do Sul,8/31/2022,18:42,Eletrônicos,"3051,9",3,PIX
3096,Parque das nações,Santo André,8/31/2022,17:14,Papelaria e escritório,"36,9",5,PIX
3102,Parque das nações,Santo André,8/31/2022,19:49,Ferramentas e construção,"122,9",5,PIX
3105,Paulicéia,São Bernardo do Campo,8/31/2022,10:45,Eletrônicos,"2434,9",1,PIX
3101,Parque das nações,Santo André,8/31/2022,9:08,Papelaria e escritório,"29,9",5,Cartão
3092,Oswaldo Cruz,São Caetano do Sul,8/31/2022,16:02,Papelaria e escritório,"2,9",3,Cartão
3094,Parque das nações,Santo André,8/31/2022,18:33,Alimentos e bebidas,"74,9",3,Cartão
3093,Parque das nações,Santo André,8/31/2022,11:47,Livros,"86,9",4,Cartão
3097,Parque das nações,Santo André,8/31/2022,12:39,Alimentos e bebidas,"97,9",2,Carteira digital
3099,Parque das nações,Santo André,8/31/2022,11:01,Eletrônicos,"4221,9",2,PIX
3082,Oswaldo Cruz,São Caetano do Sul,8/31/2022,18:21,Casa e limpeza,"141,9",3,Cartão
3079,Parque das nações,Santo André,8/31/2022,18:12,Eletrônicos,"841,9",3,Cartão
3113,Oswaldo Cruz,São Caetano do Sul,9/1/2022,13:18,Alimentos e bebidas,"70,9",4,Cartão
3108,Parque das nações,Santo André,9/1/2022,18:44,Eletrônicos,"785,9",5,Cartão
3111,Parque das nações,Santo André,9/1/2022,11:25,Casa e limpeza,"151,9",4,Carteira digital
3110,Oswaldo Cruz,São Caetano do Sul,9/1/2022,18:45,Casa e limpeza,"150,9",3,PIX
3107,Paulicéia,São Bernardo do Campo,9/1/2022,17:42,Casa e limpeza,66,1,Carteira digital
3115,Parque das nações,Santo André,9/1/2022,9:06,Ferramentas e construção,"109,9",3,Dinheiro
3114,Parque das nações,Santo André,9/1/2022,18:38,Alimentos e bebidas,"55,9",1,Cartão
3109,Parque das nações,Santo André,9/1/2022,10:26,Casa e limpeza,"189,9",5,Cartão
